#1:k1	2:k2	3:kx	4:ky	5:erg1	6:erg2	7:...
5.39465	0.1904	0.1904	-6.33914	-2.8203	-2.35666	5.17696
5.39465	0.253866	0.253866	-6.37578	-2.83256	-2.37607	5.20862
5.39465	0.317333	0.317333	-6.41242	-2.84184	-2.38949	5.23133
5.39465	0.380799	0.380799	-6.44906	-2.84764	-2.39736	5.245
5.39465	0.444266	0.444266	-6.48571	-2.8496	-2.39995	5.24956
5.39465	0.507732	0.507732	-6.52235	-2.84764	-2.39736	5.245
5.39465	0.571199	0.571199	-6.55899	-2.84184	-2.38949	5.23133
5.39465	0.634665	0.634665	-6.59563	-2.83256	-2.37607	5.20862
5.39465	0.698132	0.698132	-6.63228	-2.8203	-2.35666	5.17696
5.39465	0.761598	0.761598	-6.66892	-2.80575	-2.33072	5.13647
5.39465	0.825065	0.825065	-6.70556	-2.78966	-2.29766	5.08733
5.39465	0.888531	0.888531	-6.7422	-2.77278	-2.25696	5.02973
5.39465	0.951998	0.951998	-6.77885	-2.75573	-2.20819	4.96392
5.39465	1.01546	1.01546	-6.81549	-2.73902	-2.15115	4.89017
5.39465	1.07893	1.07893	-6.85213	-2.72293	-2.08585	4.80879
5.39465	1.1424	1.1424	-6.88877	-2.70762	-2.01248	4.7201
5.39465	1.20586	1.20586	-6.92542	-2.69308	-1.93141	4.6245
5.39465	1.26933	1.26933	-6.96206	-2.67927	-1.84309	4.52237
5.39465	1.3328	1.3328	-6.9987	-2.66608	-1.74806	4.41415
5.39465	1.39626	1.39626	-7.03534	-2.65341	-1.6469	4.3003
5.39465	1.45973	1.45973	-7.07199	-2.64113	-1.54019	4.18132
5.39465	1.5232	1.5232	-7.10863	-2.62915	-1.42856	4.05771
5.39465	1.58666	1.58666	-7.14527	-2.6174	-1.31263	3.93003
5.39465	1.65013	1.65013	-7.18191	-2.6058	-1.19304	3.79884
5.39465	1.7136	1.7136	-7.21856	-2.5943	-1.07045	3.66475
5.39465	1.77706	1.77706	-7.2552	-2.58286	-0.945518	3.52838
5.39465	1.84053	1.84053	-7.29184	-2.57145	-0.818941	3.39039
5.39465	1.904	1.904	-7.32848	-2.56006	-0.691435	3.25149
5.39465	1.96746	1.96746	-7.36512	-2.54866	-0.563749	3.11241
5.39465	2.03093	2.03093	-7.40177	-2.53725	-0.436678	2.97393
5.39465	2.0944	2.0944	-7.43841	-2.52583	-0.311071	2.8369
5.39465	2.15786	2.15786	-7.47505	-2.5144	-0.187857	2.70226
5.39465	2.22133	2.22133	-7.51169	-2.50298	-0.0680637	2.57105
5.39465	2.28479	2.28479	-7.54834	-2.49158	0.0471409	2.44444
5.39465	2.34826	2.34826	-7.58498	-2.48021	0.156405	2.3238
5.39465	2.41173	2.41173	-7.62162	-2.46889	0.258138	2.21076
5.39465	2.47519	2.47519	-7.65826	-2.45766	0.350454	2.10721
5.39465	2.53866	2.53866	-7.69491	-2.44654	0.431152	2.01539
5.39465	2.60213	2.60213	-7.73155	-2.43557	0.497792	1.93778
5.39465	2.66559	2.66559	-7.76819	-2.42479	0.547977	1.87681
5.39465	2.72906	2.72906	-7.80483	-2.41424	0.579916	1.83432
5.39465	2.79253	2.79253	-7.84148	-2.40398	0.593151	1.81083
5.39465	2.85599	2.85599	-7.87812	-2.39407	0.58905	1.80502
5.39465	2.91946	2.91946	-7.91476	-2.38458	0.570645	1.81393
5.39465	2.98293	2.98293	-7.9514	-2.37557	0.541878	1.83369
5.39465	3.04639	3.04639	-7.98805	-2.36713	0.506751	1.86038
5.39465	3.10986	3.10986	-8.02469	-2.35933	0.468786	1.89054
5.39465	3.17333	3.17333	-8.06133	-2.35226	0.430833	1.92143
5.39465	3.23679	3.23679	-8.09797	-2.346	0.395092	1.95091
5.39465	3.30026	3.30026	-8.13462	-2.34064	0.363223	1.97742
5.39465	3.36373	3.36373	-8.17126	-2.33625	0.336452	1.9998
5.39465	3.42719	3.42719	-8.2079	-2.33289	0.315669	2.01722
5.39465	3.49066	3.49066	-8.24454	-2.33062	0.301491	2.02913
5.39465	3.55413	3.55413	-8.28118	-2.32948	0.294308	2.03517
5.39465	3.61759	3.61759	-8.31783	-2.32948	0.294308	2.03517
5.39465	3.68106	3.68106	-8.35447	-2.33062	0.301491	2.02913
5.39465	3.74452	3.74452	-8.39111	-2.33289	0.315669	2.01722
5.39465	3.80799	3.80799	-8.42775	-2.33625	0.336452	1.9998
5.39465	3.87146	3.87146	-8.4644	-2.34064	0.363223	1.97742
5.39465	3.93492	3.93492	-8.50104	-2.346	0.395092	1.95091
5.39465	3.99839	3.99839	-8.53768	-2.35226	0.430833	1.92143
5.39465	4.06186	4.06186	-8.57432	-2.35933	0.468786	1.89054
5.39465	4.12532	4.12532	-8.61097	-2.36713	0.506751	1.86038
5.39465	4.18879	4.18879	-8.64761	-2.37557	0.541878	1.83369
5.39465	4.25226	4.25226	-8.68425	-2.38458	0.570645	1.81393
5.39465	4.31572	4.31572	-8.72089	-2.39407	0.58905	1.80502
5.39465	4.37919	4.37919	-8.75754	-2.40398	0.593151	1.81083
5.39465	4.44266	4.44266	-8.79418	-2.41424	0.579916	1.83432
5.39465	4.50612	4.50612	-8.83082	-2.42479	0.547977	1.87681
5.39465	4.56959	4.56959	-8.86746	-2.43557	0.497792	1.93778
5.39465	4.63306	4.63306	-8.90411	-2.44654	0.431152	2.01539
5.39465	4.69652	4.69652	-8.94075	-2.45766	0.350454	2.10721
5.39465	4.75999	4.75999	-8.97739	-2.46889	0.258138	2.21076
5.39465	4.82346	4.82346	-9.01403	-2.48021	0.156405	2.3238
5.39465	4.88692	4.88692	-9.05068	-2.49158	0.0471409	2.44444
5.39465	4.95039	4.95039	-9.08732	-2.50298	-0.0680637	2.57105
5.39465	5.01385	5.01385	-9.12396	-2.5144	-0.187857	2.70226
5.39465	5.07732	5.07732	-9.1606	-2.52583	-0.311071	2.8369
5.39465	5.14079	5.14079	-9.19725	-2.53725	-0.436678	2.97393
5.39465	5.20425	5.20425	-9.23389	-2.54866	-0.563749	3.11241
5.39465	5.26772	5.26772	-9.27053	-2.56006	-0.691435	3.25149
5.39465	5.33119	5.33119	-9.30717	-2.57145	-0.818941	3.39039
5.39465	5.39465	5.39465	-9.34381	-2.58286	-0.945518	3.52838
5.39465	5.45812	5.45812	-9.38046	-2.5943	-1.07045	3.66475
5.39465	5.52159	5.52159	-9.4171	-2.6058	-1.19304	3.79884
5.39465	5.58505	5.58505	-9.45374	-2.6174	-1.31263	3.93003
5.39465	5.64852	5.64852	-9.49038	-2.62915	-1.42856	4.05771
5.39465	5.71199	5.71199	-9.52703	-2.64113	-1.54019	4.18132
5.39465	5.77545	5.77545	-9.56367	-2.65341	-1.6469	4.3003
5.39465	5.83892	5.83892	-9.60031	-2.66608	-1.74806	4.41415
5.39465	5.90239	5.90239	-9.63695	-2.67927	-1.84309	4.52237
5.39465	5.96585	5.96585	-9.6736	-2.69308	-1.93141	4.6245
5.39465	6.02932	6.02932	-9.71024	-2.70762	-2.01248	4.7201
5.39465	6.09279	6.09279	-9.74688	-2.72293	-2.08585	4.80879
5.39465	6.15625	6.15625	-9.78352	-2.73902	-2.15115	4.89017
5.39465	6.21972	6.21972	-9.82017	-2.75573	-2.20819	4.96392
5.39465	6.28319	6.28319	-9.85681	-2.77278	-2.25696	5.02973

5.45812	0	0	-6.30249	-2.82339	-2.32796	5.15135
5.45812	0.0634665	0.0634665	-6.33914	-2.83971	-2.36586	5.20557
5.45812	0.126933	0.126933	-6.37578	-2.85469	-2.39642	5.25111
5.45812	0.1904	0.1904	-6.41242	-2.86768	-2.42008	5.28776
5.45812	0.253866	0.253866	-6.44906	-2.87806	-2.43733	5.31539
5.45812	0.317333	0.317333	-6.48571	-2.88529	-2.44857	5.33387
5.45812	0.380799	0.380799	-6.52235	-2.88901	-2.45411	5.34312
5.45812	0.444266	0.444266	-6.55899	-2.88901	-2.45411	5.34312
5.45812	0.507732	0.507732	-6.59563	-2.88529	-2.44857	5.33387
5.45812	0.571199	0.571199	-6.63228	-2.87806	-2.43733	5.31539
5.45812	0.634665	0.634665	-6.66892	-2.86768	-2.42008	5.28776
5.45812	0.698132	0.698132	-6.70556	-2.85469	-2.39642	5.25111
5.45812	0.761598	0.761598	-6.7422	-2.83971	-2.36586	5.20557
5.45812	0.825065	0.825065	-6.77885	-2.82339	-2.32796	5.15135
5.45812	0.888531	0.888531	-6.81549	-2.80629	-2.28236	5.08865
5.45812	0.951998	0.951998	-6.85213	-2.78891	-2.22883	5.01774
5.45812	1.01546	1.01546	-6.88877	-2.77157	-2.16735	4.93891
5.45812	1.07893	1.07893	-6.92542	-2.75446	-2.09803	4.8525
5.45812	1.1424	1.1424	-6.96206	-2.73768	-2.02117	4.75885
5.45812	1.20586	1.20586	-6.9987	-2.72121	-1.93715	4.65836
5.45812	1.26933	1.26933	-7.03534	-2.70502	-1.84643	4.55145
5.45812	1.3328	1.3328	-7.07199	-2.68904	-1.74954	4.43858
5.45812	1.39626	1.39626	-7.10863	-2.6732	-1.64701	4.32021
5.45812	1.45973	1.45973	-7.14527	-2.65744	-1.53943	4.19687
5.45812	1.5232	1.5232	-7.18191	-2.6417	-1.42737	4.06907
5.45812	1.58666	1.58666	-7.21856	-2.62595	-1.31144	3.93739
5.45812	1.65013	1.65013	-7.2552	-2.61016	-1.19226	3.80241
5.45812	1.7136	1.7136	-7.29184	-2.5943	-1.07045	3.66475
5.45812	1.77706	1.77706	-7.32848	-2.57837	-0.946663	3.52503
5.45812	1.84053	1.84053	-7.36512	-2.56236	-0.821574	3.38394
5.45812	1.904	1.904	-7.40177	-2.5463	-0.695877	3.24217
5.45812	1.96746	1.96746	-7.43841	-2.53018	-0.570301	3.10048
5.45812	2.03093	2.03093	-7.47505	-2.51402	-0.445616	2.95964
5.45812	2.0944	2.0944	-7.51169	-2.49786	-0.322647	2.82051
5.45812	2.15786	2.15786	-7.54834	-2.48171	-0.202288	2.684
5.45812	2.22133	2.22133	-7.58498	-2.46561	-0.0855273	2.55114
5.45812	2.28479	2.28479	-7.62162	-2.4496	0.0265197	2.42308
5.45812	2.34826	2.34826	-7.65826	-2.4337	0.132574	2.30113
5.45812	2.41173	2.41173	-7.69491	-2.41797	0.231143	2.18683
5.45812	2.47519	2.47519	-7.73155	-2.40244	0.32048	2.08196
5.45812	2.53866	2.53866	-7.76819	-2.38718	0.398573	1.9886
5.45812	2.60213	2.60213	-7.80483	-2.37222	0.463219	1.909
5.45812	2.66559	2.66559	-7.84148	-2.35764	0.512282	1.84536
5.45812	2.72906	2.72906	-7.87812	-2.3435	0.544176	1.79933
5.45812	2.79253	2.79253	-7.91476	-2.32987	0.558503	1.77137
5.45812	2.85599	2.85599	-7.9514	-2.31682	0.556493	1.76033
5.45812	2.91946	2.91946	-7.98805	-2.30445	0.540911	1.76354
5.45812	2.98293	2.98293	-8.02469	-2.29283	0.515421	1.77741
5.45812	3.04639	3.04639	-8.06133	-2.28207	0.483821	1.79825
5.45812	3.10986	3.10986	-8.09797	-2.27226	0.449515	1.82275
5.45812	3.17333	3.17333	-8.13462	-2.2635	0.415299	1.84821
5.45812	3.23679	3.23679	-8.17126	-2.25589	0.383347	1.87255
5.45812	3.30026	3.30026	-8.2079	-2.24952	0.355304	1.89421
5.45812	3.36373	3.36373	-8.24454	-2.24447	0.33238	1.91209
5.45812	3.42719	3.42719	-8.28118	-2.2408	0.315438	1.92536
5.45812	3.49066	3.49066	-8.31783	-2.23858	0.305053	1.93353
5.45812	3.55413	3.55413	-8.35447	-2.23784	0.301555	1.93628
5.45812	3.61759	3.61759	-8.39111	-2.23858	0.305053	1.93353
5.45812	3.68106	3.68106	-8.42775	-2.2408	0.315438	1.92536
5.45812	3.74452	3.74452	-8.4644	-2.24447	0.33238	1.91209
5.45812	3.80799	3.80799	-8.50104	-2.24952	0.355304	1.89421
5.45812	3.87146	3.87146	-8.53768	-2.25589	0.383347	1.87255
5.45812	3.93492	3.93492	-8.57432	-2.2635	0.415299	1.84821
5.45812	3.99839	3.99839	-8.61097	-2.27226	0.449515	1.82275
5.45812	4.06186	4.06186	-8.64761	-2.28207	0.483821	1.79825
5.45812	4.12532	4.12532	-8.68425	-2.29283	0.515421	1.77741
5.45812	4.18879	4.18879	-8.72089	-2.30445	0.540911	1.76354
5.45812	4.25226	4.25226	-8.75754	-2.31682	0.556493	1.76033
5.45812	4.31572	4.31572	-8.79418	-2.32987	0.558503	1.77137
5.45812	4.37919	4.37919	-8.83082	-2.3435	0.544176	1.79933
5.45812	4.44266	4.44266	-8.86746	-2.35764	0.512282	1.84536
5.45812	4.50612	4.50612	-8.90411	-2.37222	0.463219	1.909
5.45812	4.56959	4.56959	-8.94075	-2.38718	0.398573	1.9886
5.45812	4.63306	4.63306	-8.97739	-2.40244	0.32048	2.08196
5.45812	4.69652	4.69652	-9.01403	-2.41797	0.231143	2.18683
5.45812	4.75999	4.75999	-9.05068	-2.4337	0.132574	2.30113
5.45812	4.82346	4.82346	-9.08732	-2.4496	0.0265197	2.42308
5.45812	4.88692	4.88692	-9.12396	-2.46561	-0.0855273	2.55114
5.45812	4.95039	4.95039	-9.1606	-2.48171	-0.202288	2.684
5.45812	5.01385	5.01385	-9.19725	-2.49786	-0.322647	2.82051
5.45812	5.07732	5.07732	-9.23389	-2.51402	-0.445616	2.95964
5.45812	5.14079	5.14079	-9.27053	-2.53018	-0.570301	3.10048
5.45812	5.20425	5.20425	-9.30717	-2.5463	-0.695877	3.24217
5.45812	5.26772	5.26772	-9.34381	-2.56236	-0.821574	3.38394
5.45812	5.33119	5.33119	-9.38046	-2.57837	-0.946663	3.52503
5.45812	5.39465	5.39465	-9.4171	-2.5943	-1.07045	3.66475
5.45812	5.45812	5.45812	-9.45374	-2.61016	-1.19226	3.80241
5.45812	5.52159	5.52159	-9.49038	-2.62595	-1.31144	3.93739
5.45812	5.58505	5.58505	-9.52703	-2.6417	-1.42737	4.06907
5.45812	5.64852	5.64852	-9.56367	-2.65744	-1.53943	4.19687
5.45812	5.71199	5.71199	-9.60031	-2.6732	-1.64701	4.32021
5.45812	5.77545	5.77545	-9.63695	-2.68904	-1.74954	4.43858
5.45812	5.83892	5.83892	-9.6736	-2.70502	-1.84643	4.55145
5.45812	5.90239	5.90239	-9.71024	-2.72121	-1.93715	4.65836
5.45812	5.96585	5.96585	-9.74688	-2.73768	-2.02117	4.75885
5.45812	6.02932	6.02932	-9.78352	-2.75446	-2.09803	4.8525
5.45812	6.09279	6.09279	-9.82017	-2.77157	-2.16735	4.93891
5.45812	6.15625	6.15625	-9.85681	-2.78891	-2.22883	5.01774
5.45812	6.21972	6.21972	-9.89345	-2.80629	-2.28236	5.08865
5.45812	6.28319	6.28319	-9.93009	-2.82339	-2.32796	5.15135

5.52159	0	0	-6.37578	-2.87116	-2.39489	5.26605
5.52159	0.0634665	0.0634665	-6.41242	-2.88681	-2.42986	5.31668
5.52159	0.126933	0.126933	-6.44906	-2.90064	-2.45774	5.35838
5.52159	0.1904	0.1904	-6.48571	-2.91208	-2.47891	5.39099
5.52159	0.253866	0.253866	-6.52235	-2.92067	-2.49372	5.41439
5.52159	0.317333	0.317333	-6.55899	-2.92598	-2.50248	5.42846
5.52159	0.380799	0.380799	-6.59563	-2.92779	-2.50537	5.43316
5.52159	0.444266	0.444266	-6.63228	-2.92598	-2.50248	5.42846
5.52159	0.507732	0.507732	-6.66892	-2.92067	-2.49372	5.41439
5.52159	0.571199	0.571199	-6.70556	-2.91208	-2.47891	5.39099
5.52159	0.634665	0.634665	-6.7422	-2.90064	-2.45774	5.35838
5.52159	0.698132	0.698132	-6.77885	-2.88681	-2.42986	5.31668
5.52159	0.761598	0.761598	-6.81549	-2.87116	-2.39489	5.26605
5.52159	0.825065	0.825065	-6.85213	-2.85419	-2.35253	5.20672
5.52159	0.888531	0.888531	-6.88877	-2.83636	-2.30256	5.13892
5.52159	0.951998	0.951998	-6.92542	-2.81802	-2.24492	5.06293
5.52159	1.01546	1.01546	-6.96206	-2.79939	-2.17969	4.97907
5.52159	1.07893	1.07893	-6.9987	-2.78061	-2.10708	4.88769
5.52159	1.1424	1.1424	-7.03534	-2.76174	-2.02742	4.78915
5.52159	1.20586	1.20586	-7.07199	-2.74278	-1.9411	4.68388
5.52159	1.26933	1.26933	-7.10863	-2.72373	-1.84859	4.57231
5.52159	1.3328	1.3328	-7.14527	-2.70454	-1.75038	4.45492
5.52159	1.39626	1.39626	-7.18191	-2.68519	-1.64701	4.33219
5.52159	1.45973	1.45973	-7.21856	-2.66565	-1.53901	4.20466
5.52159	1.5232	1.5232	-7.2552	-2.6459	-1.42696	4.07287
5.52159	1.58666	1.58666	-7.29184	-2.62595	-1.31144	3.93739
5.52159	1.65013	1.65013	-7.32848	-2.6058	-1.19304	3.79884
5.52159	1.7136	1.7136	-7.36512	-2.58545	-1.07238	3.65782
5.52159	1.77706	1.77706	-7.40177	-2.56493	-0.950075	3.515
5.52159	1.84053	1.84053	-7.43841	-2.54426	-0.826792	3.37106
5.52159	1.904	1.904	-7.47505	-2.52349	-0.703202	3.22669
5.52159	1.96746	1.96746	-7.51169	-2.50264	-0.580015	3.08265
5.52159	2.03093	2.03093	-7.54834	-2.48175	-0.457975	2.93973
5.52159	2.0944	2.0944	-7.58498	-2.46088	-0.33788	2.79876
5.52159	2.15786	2.15786	-7.62162	-2.44008	-0.220591	2.66067
5.52159	2.22133	2.22133	-7.65826	-2.41939	-0.107053	2.52644
5.52159	2.28479	2.28479	-7.69491	-2.39886	0.00167492	2.39719
5.52159	2.34826	2.34826	-7.73155	-2.37857	0.104388	2.27418
5.52159	2.41173	2.41173	-7.76819	-2.35856	0.199698	2.15887
5.52159	2.47519	2.47519	-7.80483	-2.33891	0.286	2.05291
5.52159	2.53866	2.53866	-7.84148	-2.31968	0.361472	1.95821
5.52159	2.60213	2.60213	-7.87812	-2.30095	0.424151	1.8768
5.52159	2.66559	2.66559	-7.91476	-2.28279	0.472157	1.81063
5.52159	2.72906	2.72906	-7.9514	-2.26528	0.504112	1.76117
5.52159	2.79253	2.79253	-7.98805	-2.24852	0.519682	1.72884
5.52159	2.85599	2.85599	-8.02469	-2.2326	0.51997	1.71263
5.52159	2.91946	2.91946	-8.06133	-2.21762	0.507469	1.71015
5.52159	2.98293	2.98293	-8.09797	-2.20368	0.485549	1.71813
5.52159	3.04639	3.04639	-8.13462	-2.1909	0.457781	1.73312
5.52159	3.10986	3.10986	-8.17126	-2.1794	0.427427	1.75197
5.52159	3.17333	3.17333	-8.2079	-2.16927	0.397206	1.77206
5.52159	3.23679	3.23679	-8.24454	-2.16063	0.369259	1.79137
5.52159	3.30026	3.30026	-8.28118	-2.15359	0.345203	1.80838
5.52159	3.36373	3.36373	-8.31783	-2.14822	0.326222	1.822
5.52159	3.42719	3.42719	-8.35447	-2.1446	0.313138	1.83146
5.52159	3.49066	3.49066	-8.39111	-2.14277	0.30647	1.8363
5.52159	3.55413	3.55413	-8.42775	-2.14277	0.30647	1.8363
5.52159	3.61759	3.61759	-8.4644	-2.1446	0.313138	1.83146
5.52159	3.68106	3.68106	-8.50104	-2.14822	0.326222	1.822
5.52159	3.74452	3.74452	-8.53768	-2.15359	0.345203	1.80838
5.52159	3.80799	3.80799	-8.57432	-2.16063	0.369259	1.79137
5.52159	3.87146	3.87146	-8.61097	-2.16927	0.397206	1.77206
5.52159	3.93492	3.93492	-8.64761	-2.1794	0.427427	1.75197
5.52159	3.99839	3.99839	-8.68425	-2.1909	0.457781	1.73312
5.52159	4.06186	4.06186	-8.72089	-2.20368	0.485549	1.71813
5.52159	4.12532	4.12532	-8.75754	-2.21762	0.507469	1.71015
5.52159	4.18879	4.18879	-8.79418	-2.2326	0.51997	1.71263
5.52159	4.25226	4.25226	-8.83082	-2.24852	0.519682	1.72884
5.52159	4.31572	4.31572	-8.86746	-2.26528	0.504112	1.76117
5.52159	4.37919	4.37919	-8.90411	-2.28279	0.472157	1.81063
5.52159	4.44266	4.44266	-8.94075	-2.30095	0.424151	1.8768
5.52159	4.50612	4.50612	-8.97739	-2.31968	0.361472	1.95821
5.52159	4.56959	4.56959	-9.01403	-2.33891	0.286	2.05291
5.52159	4.63306	4.63306	-9.05068	-2.35856	0.199698	2.15887
5.52159	4.69652	4.69652	-9.08732	-2.37857	0.104388	2.27418
5.52159	4.75999	4.75999	-9.12396	-2.39886	0.00167492	2.39719
5.52159	4.82346	4.82346	-9.1606	-2.41939	-0.107053	2.52644
5.52159	4.88692	4.88692	-9.19725	-2.44008	-0.220591	2.66067
5.52159	4.95039	4.95039	-9.23389	-2.46088	-0.33788	2.79876
5.52159	5.01385	5.01385	-9.27053	-2.48175	-0.457975	2.93973
5.52159	5.07732	5.07732	-9.30717	-2.50264	-0.580015	3.08265
5.52159	5.14079	5.14079	-9.34381	-2.52349	-0.703202	3.22669
5.52159	5.20425	5.20425	-9.38046	-2.54426	-0.826792	3.37106
5.52159	5.26772	5.26772	-9.4171	-2.56493	-0.950075	3.515
5.52159	5.33119	5.33119	-9.45374	-2.58545	-1.07238	3.65782
5.52159	5.39465	5.39465	-9.49038	-2.6058	-1.19304	3.79884
5.52159	5.45812	5.45812	-9.52703	-2.62595	-1.31144	3.93739
5.52159	5.52159	5.52159	-9.56367	-2.6459	-1.42696	4.07287
5.52159	5.58505	5.58505	-9.60031	-2.66565	-1.53901	4.20466
5.52159	5.64852	5.64852	-9.63695	-2.68519	-1.64701	4.33219
5.52159	5.71199	5.71199	-9.6736	-2.70454	-1.75038	4.45492
5.52159	5.77545	5.77545	-9.71024	-2.72373	-1.84859	4.57231
5.52159	5.83892	5.83892	-9.74688	-2.74278	-1.9411	4.68388
5.52159	5.90239	5.90239	-9.78352	-2.76174	-2.02742	4.78915
5.52159	5.96585	5.96585	-9.82017	-2.78061	-2.10708	4.88769
5.52159	6.02932	6.02932	-9.85681	-2.79939	-2.17969	4.97907
5.52159	6.09279	6.09279	-9.89345	-2.81802	-2.24492	5.06293
5.52159	6.15625	6.15625	-9.93009	-2.83636	-2.30256	5.13892
5.52159	6.21972	6.21972	-9.96674	-2.85419	-2.35253	5.20672
5.52159	6.28319	6.28319	-10.0034	-2.87116	-2.39489	5.26605

5.58505	0	0	-6.44906	-2.91591	-2.45748	5.37338
5.58505	0.0634665	0.0634665	-6.48571	-2.93077	-2.48941	5.42018
5.58505	0.126933	0.126933	-6.52235	-2.94338	-2.51447	5.45784
5.58505	0.1904	0.1904	-6.55899	-2.9533	-2.53293	5.48623
5.58505	0.253866	0.253866	-6.59563	-2.96015	-2.54507	5.50522
5.58505	0.317333	0.317333	-6.63228	-2.96365	-2.55109	5.51473
5.58505	0.380799	0.380799	-6.66892	-2.96365	-2.55109	5.51473
5.58505	0.444266	0.444266	-6.70556	-2.96015	-2.54507	5.50522
5.58505	0.507732	0.507732	-6.7422	-2.9533	-2.53293	5.48623
5.58505	0.571199	0.571199	-6.77885	-2.94338	-2.51447	5.45784
5.58505	0.634665	0.634665	-6.81549	-2.93077	-2.48941	5.42018
5.58505	0.698132	0.698132	-6.85213	-2.91591	-2.45748	5.37338
5.58505	0.761598	0.761598	-6.88877	-2.89925	-2.41841	5.31766
5.58505	0.825065	0.825065	-6.92542	-2.8812	-2.37202	5.25322
5.58505	0.888531	0.888531	-6.96206	-2.8621	-2.31824	5.18034
5.58505	0.951998	0.951998	-6.9987	-2.84222	-2.25709	5.09932
5.58505	1.01546	1.01546	-7.03534	-2.82173	-2.18875	5.01049
5.58505	1.07893	1.07893	-7.07199	-2.80073	-2.11348	4.91421
5.58505	1.1424	1.1424	-7.10863	-2.77928	-2.03162	4.81089
5.58505	1.20586	1.20586	-7.14527	-2.75739	-1.94357	4.70096
5.58505	1.26933	1.26933	-7.18191	-2.73508	-1.84979	4.58487
5.58505	1.3328	1.3328	-7.21856	-2.71235	-1.75076	4.46311
5.58505	1.39626	1.39626	-7.2552	-2.6892	-1.64699	4.33619
5.58505	1.45973	1.45973	-7.29184	-2.66565	-1.53901	4.20466
5.58505	1.5232	1.5232	-7.32848	-2.6417	-1.42737	4.06907
5.58505	1.58666	1.58666	-7.36512	-2.6174	-1.31263	3.93003
5.58505	1.65013	1.65013	-7.40177	-2.59276	-1.19537	3.78813
5.58505	1.7136	1.7136	-7.43841	-2.56784	-1.07618	3.64401
5.58505	1.77706	1.77706	-7.47505	-2.54267	-0.955673	3.49834
5.58505	1.84053	1.84053	-7.51169	-2.51731	-0.834491	3.3518
5.58505	1.904	1.904	-7.54834	-2.49183	-0.713286	3.20511
5.58505	1.96746	1.96746	-7.58498	-2.46627	-0.592745	3.05901
5.58505	2.03093	2.03093	-7.62162	-2.4407	-0.47359	2.91429
5.58505	2.0944	2.0944	-7.65826	-2.41519	-0.356588	2.77178
5.58505	2.15786	2.15786	-7.69491	-2.38982	-0.242564	2.63238
5.58505	2.22133	2.22133	-7.73155	-2.36464	-0.13242	2.49706
5.58505	2.28479	2.28479	-7.76819	-2.33975	-0.0271564	2.3669
5.58505	2.34826	2.34826	-7.80483	-2.31521	0.0720993	2.24311
5.58505	2.41173	2.41173	-7.84148	-2.2911	0.164064	2.12703
5.58505	2.47519	2.47519	-7.87812	-2.26751	0.247278	2.02023
5.58505	2.53866	2.53866	-7.91476	-2.24452	0.320106	1.92441
5.58505	2.60213	2.60213	-7.9514	-2.22222	0.380822	1.8414
5.58505	2.66559	2.66559	-7.98805	-2.20072	0.427797	1.77292
5.58505	2.72906	2.72906	-8.02469	-2.1801	0.45986	1.72024
5.58505	2.79253	2.79253	-8.06133	-2.16047	0.476748	1.68372
5.58505	2.85599	2.85599	-8.09797	-2.14195	0.479453	1.6625
5.58505	2.91946	2.91946	-8.13462	-2.12465	0.470205	1.65445
5.58505	2.98293	2.98293	-8.17126	-2.1087	0.452071	1.65663
5.58505	3.04639	3.04639	-8.2079	-2.09422	0.42837	1.66585
5.58505	3.10986	3.10986	-8.24454	-2.08134	0.402197	1.67914
5.58505	3.17333	3.17333	-8.28118	-2.07018	0.376174	1.694
5.58505	3.23679	3.23679	-8.31783	-2.06085	0.352384	1.70847
5.58505	3.30026	3.30026	-8.35447	-2.05348	0.332406	1.72107
5.58505	3.36373	3.36373	-8.39111	-2.04814	0.317379	1.73077
5.58505	3.42719	3.42719	-8.42775	-2.04491	0.30807	1.73684
5.58505	3.49066	3.49066	-8.4644	-2.04383	0.304919	1.73891
5.58505	3.55413	3.55413	-8.50104	-2.04491	0.30807	1.73684
5.58505	3.61759	3.61759	-8.53768	-2.04814	0.317379	1.73077
5.58505	3.68106	3.68106	-8.57432	-2.05348	0.332406	1.72107
5.58505	3.74452	3.74452	-8.61097	-2.06085	0.352384	1.70847
5.58505	3.80799	3.80799	-8.64761	-2.07018	0.376174	1.694
5.58505	3.87146	3.87146	-8.68425	-2.08134	0.402197	1.67914
5.58505	3.93492	3.93492	-8.72089	-2.09422	0.42837	1.66585
5.58505	3.99839	3.99839	-8.75754	-2.1087	0.452071	1.65663
5.58505	4.06186	4.06186	-8.79418	-2.12465	0.470205	1.65445
5.58505	4.12532	4.12532	-8.83082	-2.14195	0.479453	1.6625
5.58505	4.18879	4.18879	-8.86746	-2.16047	0.476748	1.68372
5.58505	4.25226	4.25226	-8.90411	-2.1801	0.45986	1.72024
5.58505	4.31572	4.31572	-8.94075	-2.20072	0.427797	1.77292
5.58505	4.37919	4.37919	-8.97739	-2.22222	0.380822	1.8414
5.58505	4.44266	4.44266	-9.01403	-2.24452	0.320106	1.92441
5.58505	4.50612	4.50612	-9.05068	-2.26751	0.247278	2.02023
5.58505	4.56959	4.56959	-9.08732	-2.2911	0.164064	2.12703
5.58505	4.63306	4.63306	-9.12396	-2.31521	0.0720993	2.24311
5.58505	4.69652	4.69652	-9.1606	-2.33975	-0.0271564	2.3669
