#1:kx	2:ky	3:curvature1/2pi	4:curvature2/2pi	5:...
2.98293	5.77545	22.8607	-22.8587	0.00113988
2.98293	5.83892	23.2192	-23.213	-0.00300751
2.98293	5.90239	23.5265	-23.5162	-0.00696906
2.98293	5.96585	23.7828	-23.7685	-0.0108779
2.98293	6.02932	23.9882	-23.97	-0.0148555
2.98293	6.09279	24.1435	-24.1212	-0.0190053
2.98293	6.15625	24.2491	-24.2224	-0.0234058
2.98293	6.21972	24.3054	-24.2742	-0.0281066

3.04639	0	19.298	-19.0496	-0.241993
3.04639	0.0634665	19.2509	-18.9987	-0.245561
3.04639	0.126933	19.1482	-18.8936	-0.24774
3.04639	0.1904	18.9891	-18.7337	-0.248487
3.04639	0.253866	18.7729	-18.5181	-0.247756
3.04639	0.317333	18.4991	-18.2467	-0.2455
3.04639	0.380799	18.168	-17.9194	-0.241682
3.04639	0.444266	17.7806	-17.5375	-0.236276
3.04639	0.507732	17.3389	-17.103	-0.229279
3.04639	0.571199	16.8463	-16.6192	-0.220712
3.04639	0.634665	16.3068	-16.0902	-0.210622
3.04639	0.698132	15.7258	-15.521	-0.199083
3.04639	0.761598	15.109	-14.9175	-0.186198
3.04639	0.825065	14.4627	-14.2858	-0.172091
3.04639	0.888531	13.7933	-13.6321	-0.156907
3.04639	0.951998	13.1073	-12.9628	-0.140805
3.04639	1.01546	12.4109	-12.2838	-0.123955
3.04639	1.07893	11.71	-11.6009	-0.10653
3.04639	1.1424	11.0097	-10.9191	-0.0887044
3.04639	1.20586	10.315	-10.243	-0.0706481
3.04639	1.26933	9.62995	-9.57665	-0.0525227
3.04639	1.3328	8.95823	-8.9235	-0.0344788
3.04639	1.39626	8.30284	-8.28643	-0.0166536
3.04639	1.45973	7.6663	-7.66781	0.000831093
3.04639	1.5232	7.05063	-7.06955	0.0178696
3.04639	1.58666	6.45743	-6.49316	0.0343735
3.04639	1.65013	5.88791	-5.93978	0.0502715
3.04639	1.7136	5.34298	-5.41025	0.0655093
3.04639	1.77706	4.82325	-4.90517	0.0800492
3.04639	1.84053	4.32913	-4.42491	0.0938691
3.04639	1.904	3.86082	-3.96966	0.106962
3.04639	1.96746	3.41839	-3.53952	0.119333
3.04639	2.03093	3.00177	-3.13443	0.131001
3.04639	2.0944	2.61082	-2.75428	0.141994
3.04639	2.15786	2.24532	-2.39892	0.15235
3.04639	2.22133	1.90501	-2.06811	0.162114
3.04639	2.28479	1.5896	-1.76164	0.171335
3.04639	2.34826	1.29878	-1.47924	0.180068
3.04639	2.41173	1.03222	-1.22068	0.18837
3.04639	2.47519	0.789633	-0.985698	0.196295
3.04639	2.53866	0.570704	-0.774061	0.203899
3.04639	2.60213	0.375154	-0.585545	0.211234
3.04639	2.66559	0.202722	-0.419941	0.218346
3.04639	2.72906	0.0531722	-0.277062	0.225275
3.04639	2.79253	-0.0737013	-0.15674	0.232056
3.04639	2.85599	-0.178075	-0.0588281	0.238713
3.04639	2.91946	-0.260093	0.0167982	0.245262
3.04639	2.98293	-0.319865	0.0702404	0.251706
3.04639	3.04639	-0.357467	0.101578	0.258041
3.04639	3.10986	-0.372941	0.110865	0.264249
3.04639	3.17333	-0.366292	0.0981368	0.270303
3.04639	3.23679	-0.337492	0.0634005	0.276163
3.04639	3.30026	-0.286476	0.00664214	0.281781
3.04639	3.36373	-0.213146	-0.072177	0.287096
3.04639	3.42719	-0.117368	-0.17312	0.29204
3.04639	3.49066	0.00102281	-0.296274	0.296538
3.04639	3.55413	0.142224	-0.44175	0.300505
3.04639	3.61759	0.306463	-0.609685	0.303854
3.04639	3.68106	0.493995	-0.800238	0.306493
3.04639	3.74452	0.7051	-1.01359	0.308328
3.04639	3.80799	0.940079	-1.24994	0.309264
3.04639	3.87146	1.19925	-1.50952	0.309208
3.04639	3.93492	1.48294	-1.79254	0.308071
3.04639	3.99839	1.79148	-2.09926	0.305767
3.04639	4.06186	2.1252	-2.42991	0.302218
3.04639	4.12532	2.4844	-2.78473	0.297356
3.04639	4.18879	2.86936	-3.16393	0.291122
3.04639	4.25226	3.28031	-3.56768	0.283468
3.04639	4.31572	3.71742	-3.9961	0.274361
3.04639	4.37919	4.18075	-4.44925	0.263783
3.04639	4.44266	4.67026	-4.92708	0.251731
3.04639	4.50612	5.18577	-5.42939	0.23822
3.04639	4.56959	5.72688	-5.95585	0.223284
3.04639	4.63306	6.29301	-6.50588	0.206975
3.04639	4.69652	6.88328	-7.0787	0.189364
3.04639	4.75999	7.49649	-7.67318	0.170545
3.04639	4.82346	8.13108	-8.28788	0.150627
3.04639	4.88692	8.78506	-8.92093	0.129742
3.04639	4.95039	9.45596	-9.57001	0.108039
3.04639	5.01385	10.1408	-10.2323	0.0856833
3.04639	5.07732	10.836	-10.9044	0.0628542
3.04639	5.14079	11.5374	-11.5824	0.0397435
3.04639	5.20425	12.2404	-12.2617	0.0165513
3.04639	5.26772	12.9396	-12.9374	-0.00651837
3.04639	5.33119	13.6293	-13.6038	-0.0292617
3.04639	5.39465	14.3034	-14.255	-0.0514806
3.04639	5.45812	14.9554	-14.8848	-0.0729878
3.04639	5.52159	15.579	-15.487	-0.093612
3.04639	5.58505	16.1678	-16.0555	-0.113203
3.04639	5.64852	16.7162	-16.5845	-0.131635
3.04639	5.71199	17.2188	-17.0692	-0.14881
3.04639	5.77545	17.6716	-17.5053	-0.164657
3.04639	5.83892	18.0712	-17.8896	-0.179134
3.04639	5.90239	18.4154	-18.22	-0.192221
3.04639	5.96585	18.7031	-18.4953	-0.203916
3.04639	6.02932	18.934	-18.7152	-0.214233
3.04639	6.09279	19.1084	-18.88	-0.223187
3.04639	6.15625	19.2269	-18.9904	-0.230795
3.04639	6.21972	19.29	-19.0468	-0.237065

3.10986	0	-1.82677	2.60221	-0.766878
3.10986	0.0634665	-1.77573	2.54641	-0.761155
3.10986	0.126933	-1.685	2.44068	-0.74542
3.10986	0.1904	-1.55921	2.29037	-0.720404
3.10986	0.253866	-1.40466	2.10281	-0.687129
3.10986	0.317333	-1.22874	1.88661	-0.646835
3.10986	0.380799	-1.03926	1.651	-0.600886
3.10986	0.444266	-0.843895	1.40508	-0.550695
3.10986	0.507732	-0.649688	1.15728	-0.497642
3.10986	0.571199	-0.462675	0.914973	-0.443013
3.10986	0.634665	-0.287706	0.684185	-0.387965
3.10986	0.698132	-0.128372	0.46953	-0.333489
3.10986	0.761598	0.0129419	0.274241	-0.280409
3.10986	0.825065	0.13494	0.100294	-0.22938
3.10986	0.888531	0.23724	-0.0514145	-0.180896
3.10986	0.951998	0.32019	-0.18086	-0.135309
3.10986	1.01546	0.384684	-0.288692	-0.0928496
3.10986	1.07893	0.431993	-0.376044	-0.0536409
3.10986	1.1424	0.463627	-0.444374	-0.0177219
3.10986	1.20586	0.481214	-0.495333	0.0149365
3.10986	1.26933	0.486417	-0.530657	0.0444167
3.10986	1.3328	0.480865	-0.552094	0.0708407
3.10986	1.39626	0.466112	-0.561345	0.0943603
3.10986	1.45973	0.443604	-0.560029	0.115147
3.10986	1.5232	0.414672	-0.549659	0.133388
3.10986	1.58666	0.380516	-0.531635	0.149276
3.10986	1.65013	0.342215	-0.507234	0.16301
3.10986	1.7136	0.300728	-0.477619	0.174788
3.10986	1.77706	0.256903	-0.443838	0.184809
3.10986	1.84053	0.211484	-0.406837	0.193267
3.10986	1.904	0.165127	-0.367467	0.200352
3.10986	1.96746	0.118407	-0.326492	0.206248
3.10986	2.03093	0.0718236	-0.284599	0.211134
3.10986	2.0944	0.0258185	-0.242405	0.215179
3.10986	2.15786	-0.0192235	-0.200467	0.218548
3.10986	2.22133	-0.0629641	-0.159283	0.221395
3.10986	2.28479	-0.105106	-0.119305	0.223867
3.10986	2.34826	-0.145389	-0.0809376	0.226101
3.10986	2.41173	-0.183581	-0.0445455	0.228224
3.10986	2.47519	-0.219481	-0.0104546	0.230352
3.10986	2.53866	-0.252908	0.0210442	0.232592
3.10986	2.60213	-0.283707	0.0496938	0.235038
3.10986	2.66559	-0.311739	0.0752687	0.237772
3.10986	2.72906	-0.336885	0.0975744	0.240863
3.10986	2.79253	-0.35904	0.116446	0.244367
3.10986	2.85599	-0.378118	0.13175	0.248329
3.10986	2.91946	-0.394044	0.143378	0.252777
3.10986	2.98293	-0.406758	0.151254	0.257726
3.10986	3.04639	-0.416217	0.155327	0.263178
3.10986	3.10986	-0.422386	0.155579	0.269119
3.10986	3.17333	-0.425249	0.152014	0.275522
3.10986	3.23679	-0.424798	0.144667	0.282347
3.10986	3.30026	-0.421043	0.133601	0.289541
3.10986	3.36373	-0.414005	0.118905	0.297035
3.10986	3.42719	-0.403721	0.100694	0.30475
3.10986	3.49066	-0.39024	0.079112	0.312597
3.10986	3.55413	-0.373629	0.0543277	0.320472
3.10986	3.61759	-0.353969	0.0265376	0.328265
3.10986	3.68106	-0.331361	-0.00403487	0.335853
3.10986	3.74452	-0.305921	-0.0371387	0.343106
3.10986	3.80799	-0.277789	-0.0724945	0.349888
3.10986	3.87146	-0.247125	-0.109793	0.356053
3.10986	3.93492	-0.214115	-0.148694	0.36145
3.10986	3.99839	-0.178973	-0.188821	0.365922
3.10986	4.06186	-0.141945	-0.229764	0.369309
3.10986	4.12532	-0.103314	-0.271068	0.371444
3.10986	4.18879	-0.0634031	-0.312236	0.372158
3.10986	4.25226	-0.0225851	-0.352718	0.371276
3.10986	4.31572	0.018714	-0.391905	0.368623
3.10986	4.37919	0.0600054	-0.429125	0.364019
3.10986	4.44266	0.100729	-0.463632	0.357283
3.10986	4.50612	0.140246	-0.494597	0.34823
3.10986	4.56959	0.177825	-0.521101	0.336678
3.10986	4.63306	0.212636	-0.542126	0.322441
3.10986	4.69652	0.24374	-0.556546	0.305338
3.10986	4.75999	0.270083	-0.56312	0.28519
3.10986	4.82346	0.290487	-0.560496	0.261826
3.10986	4.88692	0.303654	-0.547209	0.235083
3.10986	4.95039	0.308171	-0.521693	0.204818
3.10986	5.01385	0.302524	-0.482306	0.170906
3.10986	5.07732	0.28513	-0.427365	0.133257
3.10986	5.14079	0.254378	-0.3552	0.0918206
3.10986	5.20425	0.208695	-0.264235	0.0466003
3.10986	5.26772	0.146637	-0.153088	-0.00232994
3.10986	5.33119	0.0669993	-0.0207031	-0.0548102
3.10986	5.39465	-0.03104	0.133487	-0.110575
3.10986	5.45812	-0.147757	0.309379	-0.169236
3.10986	5.52159	-0.282698	0.506	-0.230259
3.10986	5.58505	-0.434504	0.721303	-0.292955
3.10986	5.64852	-0.600737	0.951998	-0.356463
3.10986	5.71199	-0.777768	1.19342	-0.419756
3.10986	5.77545	-0.960735	1.43952	-0.481644
3.10986	5.83892	-1.14361	1.68294	-0.54081
3.10986	5.90239	-1.31941	1.91524	-0.595844
3.10986	5.96585	-1.48056	2.12739	-0.64531
3.10986	6.02932	-1.61934	2.31024	-0.687819
3.10986	6.09279	-1.72856	2.45529	-0.722116
3.10986	6.15625	-1.80212	2.55535	-0.747161
3.10986	6.21972	-1.8356	2.60522	-0.762212

3.17333	0	-17.2994	18.0752	-0.761889
3.17333	0.0634665	-17.2116	17.9788	-0.753379
3.17333	0.126933	-17.046	17.7915	-0.731925
3.17333	0.1904	-16.8066	17.5179	-0.698436
3.17333	0.253866	-16.4987	17.1648	-0.654198
3.17333	0.317333	-16.129	16.7405	-0.60079
3.17333	0.380799	-15.7049	16.2542	-0.53998
3.17333	0.444266	-15.234	15.7155	-0.473626
3.17333	0.507732	-14.7244	15.1343	-0.403583
3.17333	0.571199	-14.1837	14.5201	-0.331618
3.17333	0.634665	-13.619	13.8817	-0.259352
3.17333	0.698132	-13.0369	13.2272	-0.188214
3.17333	0.761598	-12.4436	12.5639	-0.119419
3.17333	0.825065	-11.8442	11.898	-0.0539554
3.17333	0.888531	-11.2434	11.235	0.00740637
3.17333	0.951998	-10.6453	10.5794	0.0641046
3.17333	1.01546	-10.0533	9.93523	0.115765
3.17333	1.07893	-9.47047	9.3055	0.162176
3.17333	1.1424	-8.8992	8.69281	0.203271
3.17333	1.20586	-8.34163	8.0992	0.239094
3.17333	1.26933	-7.79952	7.52628	0.269788
3.17333	1.3328	-7.27429	6.97525	0.295567
3.17333	1.39626	-6.7671	6.44698	0.316703
3.17333	1.45973	-6.27888	5.94207	0.333508
3.17333	1.5232	-5.81033	5.46087	0.346322
3.17333	1.58666	-5.36196	5.00353	0.355503
3.17333	1.65013	-4.93413	4.57002	0.361418
3.17333	1.7136	-4.52706	4.1602	0.364435
3.17333	1.77706	-4.14083	3.77377	0.36492
3.17333	1.84053	-3.77543	3.41036	0.363231
3.17333	1.904	-3.43077	3.06952	0.359716
3.17333	1.96746	-3.10668	2.75076	0.35471
3.17333	2.03093	-2.80294	2.45351	0.348532
3.17333	2.0944	-2.51928	2.1772	0.341488
3.17333	2.15786	-2.25538	1.92124	0.333863
3.17333	2.22133	-2.01093	1.68503	0.325928
3.17333	2.28479	-1.78559	1.46797	0.317935
3.17333	2.34826	-1.57899	1.26948	0.310116
3.17333	2.41173	-1.39081	1.08899	0.302686
3.17333	2.47519	-1.22069	0.925969	0.295839
3.17333	2.53866	-1.06831	0.779909	0.289751
3.17333	2.60213	-0.933348	0.650339	0.284578
3.17333	2.66559	-0.815526	0.536833	0.280458
3.17333	2.72906	-0.714575	0.439008	0.277505
3.17333	2.79253	-0.630257	0.356528	0.275818
3.17333	2.85599	-0.562367	0.289108	0.275473
3.17333	2.91946	-0.510731	0.236518	0.276526
3.17333	2.98293	-0.475209	0.19858	0.279014
3.17333	3.04639	-0.455699	0.175174	0.282953
3.17333	3.10986	-0.452132	0.166234	0.288339
3.17333	3.17333	-0.464479	0.171753	0.295151
3.17333	3.23679	-0.492749	0.19178	0.303344
3.17333	3.30026	-0.536986	0.226421	0.312858
3.17333	3.36373	-0.597272	0.275836	0.323612
3.17333	3.42719	-0.673724	0.340243	0.335508
3.17333	3.49066	-0.766496	0.419909	0.34843
3.17333	3.55413	-0.875774	0.515153	0.362242
3.17333	3.61759	-1.00177	0.626342	0.376796
3.17333	3.68106	-1.14474	0.753889	0.391922
3.17333	3.74452	-1.30495	0.898248	0.407439
3.17333	3.80799	-1.48268	1.05991	0.423148
3.17333	3.87146	-1.67826	1.2394	0.438834
3.17333	3.93492	-1.89201	1.43727	0.454269
3.17333	3.99839	-2.12426	1.6541	0.46921
3.17333	4.06186	-2.37533	1.89048	0.4834
3.17333	4.12532	-2.64556	2.147	0.496567
3.17333	4.18879	-2.93526	2.42426	0.508427
3.17333	4.25226	-3.24471	2.72286	0.518682
3.17333	4.31572	-3.57417	3.04336	0.527022
3.17333	4.37919	-3.92385	3.38629	0.533124
3.17333	4.44266	-4.2939	3.75214	0.536656
3.17333	4.50612	-4.68439	4.14135	0.537277
3.17333	4.56959	-5.09532	4.55425	0.534637
3.17333	4.63306	-5.52657	4.99109	0.528384
3.17333	4.69652	-5.97789	5.452	0.518164
3.17333	4.75999	-6.44892	5.93697	0.503629
3.17333	4.82346	-6.9391	6.44579	0.484443
3.17333	4.88692	-7.44768	6.97806	0.460289
3.17333	4.95039	-7.97373	7.53313	0.43088
3.17333	5.01385	-8.51603	8.11006	0.395971
3.17333	5.07732	-9.0731	8.7076	0.355376
3.17333	5.14079	-9.64314	9.32406	0.308982
3.17333	5.20425	-10.224	9.95734	0.256774
3.17333	5.26772	-10.8131	10.6048	0.19885
3.17333	5.33119	-11.4075	11.2632	0.135453
3.17333	5.39465	-12.0036	11.9286	0.066988
3.17333	5.45812	-12.5972	12.5964	-0.00595243
3.17333	5.52159	-13.1839	13.261	-0.0825689
3.17333	5.58505	-13.7581	13.916	-0.161842
3.17333	5.64852	-14.3139	14.5543	-0.24253
3.17333	5.71199	-14.8447	15.1677	-0.323173
3.17333	5.77545	-15.3432	15.7472	-0.402126
3.17333	5.83892	-15.8019	16.2835	-0.477594
3.17333	5.90239	-16.213	16.7668	-0.547695
3.17333	5.96585	-16.5687	17.1873	-0.610547
3.17333	6.02932	-16.8619	17.5361	-0.664353
3.17333	6.09279	-17.086	17.8048	-0.707509
3.17333	6.15625	-17.2357	17.987	-0.738701
3.17333	6.21972	-17.3075	18.0779	-0.756992

3.23679	0	-16.9746	17.2732	-0.294523
3.23679	0.0634665	-16.9597	17.2554	-0.291674
3.23679	0.126933	-16.9364	17.2213	-0.281114
3.23679	0.1904	-16.9029	17.1696	-0.263183
3.23679	0.253866	-16.8568	17.0985	-0.238381
3.23679	0.317333	-16.7952	17.0055	-0.207353
3.23679	0.380799	-16.7146	16.888	-0.17086
3.23679	0.444266	-16.6116	16.7435	-0.12975
3.23679	0.507732	-16.4826	16.5693	-0.0849364
3.23679	0.571199	-16.3245	16.3631	-0.0373619
3.23679	0.634665	-16.1343	16.123	0.0120256
3.23679	0.698132	-15.9099	15.8479	0.0622989
3.23679	0.761598	-15.6496	15.5368	0.112574
3.23679	0.825065	-15.3525	15.1898	0.162027
3.23679	0.888531	-15.0184	14.8075	0.20991
3.23679	0.951998	-14.6479	14.3909	0.255562
3.23679	1.01546	-14.2421	13.942	0.298414
3.23679	1.07893	-13.803	13.463	0.337991
3.23679	1.1424	-13.3327	12.9567	0.373919
3.23679	1.20586	-12.8343	12.426	0.405916
3.23679	1.26933	-12.3107	11.8745	0.433792
3.23679	1.3328	-11.7654	11.3056	0.457443
3.23679	1.39626	-11.2022	10.723	0.476845
3.23679	1.45973	-10.6247	10.1304	0.492046
3.23679	1.5232	-10.0367	9.53142	0.503159
3.23679	1.58666	-9.44213	8.9298	0.510354
3.23679	1.65013	-8.84464	8.32902	0.51385
3.23679	1.7136	-8.24788	7.73244	0.513909
3.23679	1.77706	-7.65537	7.14328	0.510828
3.23679	1.84053	-7.07047	6.56454	0.504931
3.23679	1.904	-6.49633	5.99905	0.496563
3.23679	1.96746	-5.93594	5.44943	0.486087
3.23679	2.03093	-5.39208	4.91807	0.473871
3.23679	2.0944	-4.86732	4.40717	0.460293
3.23679	2.15786	-4.36405	3.91874	0.445727
3.23679	2.22133	-3.88443	3.45457	0.430542
3.23679	2.28479	-3.43046	3.01629	0.415101
3.23679	2.34826	-3.00392	2.60533	0.399753
3.23679	2.41173	-2.60642	2.22297	0.384831
3.23679	2.47519	-2.23942	1.87035	0.37065
3.23679	2.53866	-1.90418	1.54844	0.357501
3.23679	2.60213	-1.60184	1.25811	0.345656
3.23679	2.66559	-1.33338	1.00009	0.335355
3.23679	2.72906	-1.09963	0.775014	0.326814
3.23679	2.79253	-0.901315	0.583403	0.320216
3.23679	2.85599	-0.739022	0.425697	0.315717
3.23679	2.91946	-0.613224	0.302247	0.313437
3.23679	2.98293	-0.524282	0.213326	0.313463
3.23679	3.04639	-0.472448	0.15913	0.315851
3.23679	3.10986	-0.457867	0.139786	0.32062
3.23679	3.17333	-0.480584	0.155349	0.327756
3.23679	3.23679	-0.540537	0.205806	0.337211
3.23679	3.30026	-0.637561	0.291073	0.348902
3.23679	3.36373	-0.771386	0.410993	0.362715
3.23679	3.42719	-0.941634	0.565335	0.378502
3.23679	3.49066	-1.14781	0.753784	0.396084
3.23679	3.55413	-1.38932	0.975941	0.415254
3.23679	3.61759	-1.66542	1.23131	0.435775
3.23679	3.68106	-1.97525	1.51929	0.457384
3.23679	3.74452	-2.31781	1.83918	0.479793
3.23679	3.80799	-2.69197	2.19013	0.502694
3.23679	3.87146	-3.09642	2.57119	0.525756
3.23679	3.93492	-3.52971	2.98125	0.548633
3.23679	3.99839	-3.99021	3.41903	0.570964
3.23679	4.06186	-4.47609	3.8831	0.592375
3.23679	4.12532	-4.98538	4.37185	0.612486
3.23679	4.18879	-5.51586	4.88347	0.630912
3.23679	4.25226	-6.06515	5.41597	0.647268
3.23679	4.31572	-6.63065	5.96712	0.661171
3.23679	4.37919	-7.20956	6.53453	0.672248
3.23679	4.44266	-7.79887	7.11554	0.680139
3.23679	4.50612	-8.3954	7.70733	0.684503
3.23679	4.56959	-8.99578	8.30684	0.685024
3.23679	4.63306	-9.59646	8.91084	0.681415
3.23679	4.69652	-10.1938	9.51591	0.673427
3.23679	4.75999	-10.784	10.1185	0.660858
3.23679	4.82346	-11.3632	10.7149	0.643554
3.23679	4.88692	-11.9276	11.3015	0.621421
3.23679	4.95039	-12.4734	11.8743	0.594433
3.23679	5.01385	-12.9969	12.4298	0.562635
3.23679	5.07732	-13.4947	12.9643	0.526156
3.23679	5.14079	-13.9635	13.4744	0.485208
3.23679	5.20425	-14.4004	13.9569	0.440098
3.23679	5.26772	-14.8032	14.4091	0.391226
3.23679	5.33119	-15.1699	14.8284	0.33909
3.23679	5.39465	-15.4992	15.2132	0.284286
3.23679	5.45812	-15.7908	15.5622	0.227501
3.23679	5.52159	-16.0445	15.8746	0.16951
3.23679	5.58505	-16.2615	16.1506	0.111162
3.23679	5.64852	-16.4432	16.3908	0.0533696
3.23679	5.71199	-16.592	16.5965	-0.0029133
3.23679	5.77545	-16.7107	16.7696	-0.0567102
3.23679	5.83892	-16.8026	16.9123	-0.107049
3.23679	5.90239	-16.8711	17.0272	-0.152987
3.23679	5.96585	-16.9201	17.1171	-0.193644
3.23679	6.02932	-16.9528	17.1847	-0.228226
3.23679	6.09279	-16.9724	17.2324	-0.256059
3.23679	6.15625	-16.9815	17.2622	-0.276607
3.23679	6.21972	-16.9819	17.2755	-0.289494

3.30026	0	-13.4969	13.439	0.0579498
3.30026	0.0634665	-13.5109	13.4537	0.0570874
3.30026	0.126933	-13.5445	13.484	0.0602823
3.30026	0.1904	-13.5957	13.528	0.067437
3.30026	0.253866	-13.6619	13.5831	0.0783997
3.30026	0.317333	-13.7393	13.6459	0.092966
3.30026	0.380799	-13.8239	13.7124	0.110883
3.30026	0.444266	-13.9109	13.7784	0.131854
3.30026	0.507732	-13.9954	13.8391	0.155542
3.30026	0.571199	-14.0722	13.8898	0.181575
3.30026	0.634665	-14.1364	13.9258	0.209553
3.30026	0.698132	-14.1828	13.9427	0.239055
3.30026	0.761598	-14.2068	13.9361	0.26964
3.30026	0.825065	-14.2042	13.9021	0.300864
3.30026	0.888531	-14.1711	13.8375	0.332274
3.30026	0.951998	-14.1042	13.7393	0.363428
3.30026	1.01546	-14.0005	13.6052	0.393889
3.30026	1.07893	-13.858	13.4332	0.42324
3.30026	1.1424	-13.675	13.2223	0.451089
3.30026	1.20586	-13.4505	12.9718	0.477071
3.30026	1.26933	-13.184	12.6815	0.500855
3.30026	1.3328	-12.8758	12.3519	0.522151
3.30026	1.39626	-12.5264	11.984	0.540712
3.30026	1.45973	-12.1372	11.5793	0.556338
3.30026	1.5232	-11.71	11.1396	0.56888
3.30026	1.58666	-11.2471	10.6674	0.578238
3.30026	1.65013	-10.7512	10.1655	0.58437
3.30026	1.7136	-10.2256	9.63715	0.587286
3.30026	1.77706	-9.67381	9.08579	0.58705
3.30026	1.84053	-9.09988	8.51533	0.583782
3.30026	1.904	-8.50811	7.92991	0.577651
3.30026	1.96746	-7.90312	7.33392	0.568875
3.30026	2.03093	-7.28976	6.73196	0.55772
3.30026	2.0944	-6.6731	6.12878	0.544493
3.30026	2.15786	-6.05836	5.52925	0.529534
3.30026	2.22133	-5.45086	4.93831	0.513219
3.30026	2.28479	-4.85597	4.36094	0.495945
3.30026	2.34826	-4.27903	3.80205	0.478128
3.30026	2.41173	-3.72535	3.26653	0.460193
3.30026	2.47519	-3.20008	2.75909	0.44257
3.30026	2.53866	-2.7082	2.28429	0.425683
3.30026	2.60213	-2.25442	1.84643	0.40994
3.30026	2.66559	-1.84317	1.44953	0.395732
3.30026	2.72906	-1.47848	1.09729	0.383419
3.30026	2.79253	-1.16398	0.793005	0.373325
3.30026	2.85599	-0.902849	0.539554	0.365733
3.30026	2.91946	-0.697721	0.339353	0.360875
3.30026	2.98293	-0.550699	0.194318	0.358934
3.30026	3.04639	-0.463302	0.105847	0.360031
3.30026	3.10986	-0.436449	0.0747933	0.364231
3.30026	3.17333	-0.470442	0.101457	0.371534
3.30026	3.23679	-0.564967	0.185583	0.381881
3.30026	3.30026	-0.71909	0.326359	0.395149
3.30026	3.36373	-0.93128	0.522432	0.411158
3.30026	3.42719	-1.19942	0.771926	0.429673
3.30026	3.49066	-1.52086	1.07246	0.450404
3.30026	3.55413	-1.89241	1.42121	0.47302
3.30026	3.61759	-2.31043	1.81489	0.497146
3.30026	3.68106	-2.77087	2.24985	0.522376
3.30026	3.74452	-3.26929	2.7221	0.54828
3.30026	3.80799	-3.80096	3.22735	0.574408
3.30026	3.87146	-4.36088	3.76108	0.600301
3.30026	3.93492	-4.94389	4.31857	0.625501
3.30026	3.99839	-5.54467	4.89499	0.649553
3.30026	4.06186	-6.15786	5.48539	0.67202
3.30026	4.12532	-6.77806	6.08483	0.692482
3.30026	4.18879	-7.39995	6.68835	0.710551
3.30026	4.25226	-8.01828	7.29109	0.725872
3.30026	4.31572	-8.62796	7.88827	0.738131
3.30026	4.37919	-9.22413	8.4753	0.747058
3.30026	4.44266	-9.80213	9.04776	0.752432
3.30026	4.50612	-10.3576	9.60149	0.754084
3.30026	4.56959	-10.8866	10.1326	0.7519
3.30026	4.63306	-11.3855	10.6375	0.745822
3.30026	4.69652	-11.851	11.1129	0.735849
3.30026	4.75999	-12.2803	11.5561	0.722037
3.30026	4.82346	-12.6711	11.9646	0.704496
3.30026	4.88692	-13.0216	12.3363	0.683394
3.30026	4.95039	-13.3305	12.6698	0.658946
3.30026	5.01385	-13.597	12.964	0.63142
3.30026	5.07732	-13.8209	13.2184	0.601127
3.30026	5.14079	-14.0026	13.433	0.56842
3.30026	5.20425	-14.1432	13.6086	0.533685
3.30026	5.26772	-14.2442	13.7461	0.497342
3.30026	5.33119	-14.3077	13.8474	0.459833
3.30026	5.39465	-14.3366	13.9147	0.421619
3.30026	5.45812	-14.3341	13.9509	0.383173
3.30026	5.52159	-14.3042	13.9593	0.344973
3.30026	5.58505	-14.251	13.9437	0.307495
3.30026	5.64852	-14.1793	13.9084	0.271207
3.30026	5.71199	-14.094	13.8578	0.236561
3.30026	5.77545	-14.0003	13.7967	0.203988
3.30026	5.83892	-13.9032	13.7297	0.17389
3.30026	5.90239	-13.8078	13.6616	0.146637
3.30026	5.96585	-13.7189	13.5967	0.122556
3.30026	6.02932	-13.6407	13.5391	0.101933
3.30026	6.09279	-13.5769	13.4922	0.0850035
3.30026	6.15625	-13.5305	13.4587	0.0719528
3.30026	6.21972	-13.5035	13.4407	0.0629103

3.36373	0	-10.7636	10.5263	0.236376
3.36373	0.0634665	-10.782	10.5471	0.233945
3.36373	0.126933	-10.8239	10.5889	0.233905
3.36373	0.1904	-10.888	10.6506	0.236228
3.36373	0.253866	-10.9722	10.7301	0.240865
3.36373	0.317333	-11.074	10.8249	0.247747
3.36373	0.380799	-11.1903	10.9322	0.256783
3.36373	0.444266	-11.3177	11.0485	0.267861
3.36373	0.507732	-11.4525	11.1703	0.280849
3.36373	0.571199	-11.5909	11.2939	0.295598
3.36373	0.634665	-11.729	11.4155	0.311936
3.36373	0.698132	-11.8626	11.5314	0.329678
3.36373	0.761598	-11.9879	11.6377	0.348618
3.36373	0.825065	-12.1011	11.731	0.368537
3.36373	0.888531	-12.1985	11.8076	0.389201
3.36373	0.951998	-12.2765	11.8645	0.410364
3.36373	1.01546	-12.3318	11.8984	0.43177
3.36373	1.07893	-12.3613	11.9064	0.453152
3.36373	1.1424	-12.3619	11.8859	0.474241
3.36373	1.20586	-12.3309	11.8344	0.494763
3.36373	1.26933	-12.2659	11.7497	0.514443
3.36373	1.3328	-12.1645	11.6298	0.533013
3.36373	1.39626	-12.0248	11.4729	0.550209
3.36373	1.45973	-11.845	11.2776	0.56578
3.36373	1.5232	-11.6239	11.0428	0.579492
3.36373	1.58666	-11.3603	10.7678	0.591131
3.36373	1.65013	-11.0539	10.452	0.600508
